timestamp,chamber,plot,dew,h2o.ambient.mmol_mol,co2.ambient.umol_mol,h2o.chamber.mmol_mol,co2.chamber.umol_mol,temp.irga.c,press.irga.kpa,flux.h2o.mmol_m2_s,flux.co2.umol_m2_s,par.current.chamber.umol_m2_s,pump.flow.chamber.lpm,pump.flow.ambient.lpm,rh.air.ambient,temp.air.ch1.c,temp.air.ch2.c,temp.air.ch3.c,temp.air.ch4.c,temp.air.ch5.c,temp.air.ch6.c,temp.air.ch7.c,temp.air.ambient.c,temp.air.ch9.c,temp.air.ch10.c,temp.air.ch11.c,temp.air.ch12.c,temp.air.ch13.c,temp.air.ch14.c,temp.air.ch15.c,temp.air.controlbox.c,par.ambient.umol_m2_s,vpd.air.ambient.kpa,vpd.air.chamber.kpa,temp.wall.ambient.c,temp.air.ambient.out.c,temp.air.current.chamber.c,rh.air.ambient.from_irga,rh.air.chamber,par.ch1.umol_m2_s,par.ch2.umol_m2_s,par.ch3.umol_m2_s,par.ch4.umol_m2_s,par.ch5.umol_m2_s,par.ch6.umol_m2_s,par.ch7.umol_m2_s,par.ch8.umol_m2_s,par.ch9.umol_m2_s,par.ch10.umol_m2_s,par.ch11.umol_m2_s,par.ch12.umol_m2_s,par.ch13.umol_m2_s,par.ch14.umol_m2_s,par.ch15.umol_m2_s,par.ch16.umol_m2_s,flux.h2o.proj_la.mmol_m2_s,flux.co2.proj_la.umol_m2_s,gs.mol_m2_s,gs.proj_la.umol_m2_s,LE.W_m2,LE.proj_la.W_m2,H.W_m2
2020-09-25 00:11:00,16,ambient out,False,19.980254285714285,399.9764214285714,,,33.33386214285714,93.8972592857143,,,,7.897142428571428,7.808612571428571,,17.961825714285716,17.79406142857143,18.156080714285714,16.94286142857143,18.037852142857144,16.999060714285715,18.09093785714286,17.688430714285712,26.96575071428572,17.87914857142857,17.068032857142857,20.392824285714283,17.763887142857143,17.67816642857143,17.196768571428574,,0.0,0.14163973097158933,,,17.648585714285712,17.688430714285712,92.98059455402971,94.30400243181086,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 00:15:00,10,control,False,20.33875846153846,399.7381846153846,19.72304230769231,401.26432307692306,33.32662,93.8979,-0.03448756428147889,0.06997453240974896,,7.909197384615386,7.812224230769232,,17.97904769230769,17.852995384615383,18.224616153846156,17.168796923076926,18.105106153846155,16.928582307692306,18.112252307692305,17.91083923076923,27.3326,18.00178846153846,17.246892307692306,20.533137692307694,17.926434615384615,17.782148461538462,17.391983076923076,,0.0,0.13642678949249043,0.20605489224921777,,17.819200769230765,18.00178846153846,93.33279719611265,88.84345125949713,,,,,,,,,,,,,,,,,-0.1083458785868998,0.21983147695684818,-0.015507343359256829,-0.04871775597413572,-1.5274691945821044,-4.798686000283858,0.1528831827595021
2020-09-25 00:19:00,5,irrigation,False,20.377563076923078,399.4432615384615,20.583151538461536,400.7942076923077,33.30905538461538,93.8922030769231,0.008414670657155926,0.057579225407373966,,7.884307692307693,7.844078,,17.937353076923078,17.826880769230772,18.25177923076923,17.033914615384614,18.286846153846156,17.084723076923076,18.19333153846154,17.868484615384617,27.671440769230774,18.014680769230768,17.329415384615384,20.34358846153846,17.909426153846155,17.822989230769227,17.443913846153848,,0.0,0.12745420421401543,0.16252029188525768,,17.82169,18.286846153846156,93.75498222578426,91.11271780091246,,,,,,,,,,,,,,,,,0.026435467518898654,0.18089047153919685,0.004782796683025787,0.015025598923007439,0.372585776733381,1.1705127390176366,0.5157151511636696
2020-09-25 00:23:00,11,control,False,20.29976538461538,400.0734,,,33.27806538461539,93.88519230769232,,,,7.886573923076923,7.8455090769230775,,18.021514615384614,17.849966153846154,18.152102307692306,16.620083076923077,18.117675384615385,17.10069,18.00788461538462,17.863625384615382,27.64879307692308,17.917547692307693,17.40782923076923,20.193868461538464,17.840227692307693,17.712819999999997,17.30503846153846,,0.0,0.13427456930041237,,,17.780433076923075,17.40782923076923,93.41858607679166,94.02395078451164,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 00:27:00,6,irrigation,True,20.114316153846154,400.20869230769233,,,33.25601769230768,93.88606615384616,,,,7.94843253846154,7.81788653846154,,17.87898076923077,17.792553076923078,17.999863846153843,16.560574615384617,18.020003076923075,16.759933846153846,17.929690769230767,17.656034615384616,27.63065076923077,17.94135384615385,17.234543846153848,20.20849923076923,17.750306923076923,17.668390769230765,17.206563076923075,,0.0,0.12517573967201215,,,17.585815384615387,16.759933846153846,93.78575812247443,99.42690516347508,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 00:31:00,1,irrigation,False,20.249200769230768,399.3936153846153,20.62630076923077,400.87106153846156,33.23223000000001,93.89331846153847,0.019483973048502093,0.08257579084243863,,7.8488736153846155,7.832929846153847,,17.77683307692308,17.722233846153845,17.965965384615387,16.724,17.999103846153844,16.82040230769231,17.945171538461537,17.837944615384615,27.581426153846152,17.88146692307692,17.283242307692305,20.298264615384618,17.84574461538461,17.726142307692307,17.25070769230769,,0.0,0.1355641872923564,0.09238456693423396,,17.683237692307692,17.77683307692308,93.34484507460432,94.28583548878936,,,,,,,,,,,,,,,,,0.061210706591915694,0.25941949787497254,0.0200416883526475,0.0629628208942135,0.8631370677748452,2.71162507116249,-0.09530861311824027
2020-09-25 00:35:00,12,control,False,20.26562,399.82486923076925,20.024884615384618,400.4622538461539,33.20855384615385,93.89684230769231,-0.011555578973197648,0.025294745745376136,,7.904325615384617,7.862473230769231,,17.74185230769231,17.662544615384615,17.977774615384618,16.953345384615385,17.86535461538461,16.741059999999997,17.90304846153846,17.67295,27.966752307692307,17.934863846153846,17.20722615384615,21.578430769230767,17.707406153846154,17.676196923076922,17.329551538461537,,0.0,0.11288315870478736,0.6887713828682582,,17.64304076923077,21.578430769230767,94.40006246922188,72.26808983626914,,,,,,,,,,,,,,,,,-0.03630292201017441,0.07946578740809532,-0.0015378998956019027,-0.004831455013979446,-0.5100392105359758,-1.6023354368625593,5.640629627410721
2020-09-25 00:39:00,7,irrigation,False,20.18466692307692,400.15642307692303,20.40914,401.4001307692307,33.18375615384615,93.89660307692307,0.006598391698984754,0.038506359536998956,,7.889979153846154,7.803752692307691,,17.598492307692307,17.53346923076923,17.78964,16.659940000000002,17.83513307692308,16.738783076923077,18.018383076923076,17.639464615384615,27.89891615384615,17.857863076923078,17.033766923076925,22.162101538461535,17.554935384615383,17.644014615384613,17.23097923076923,,0.0,0.11624913436612525,0.14373341984733481,,17.573143846153847,18.018383076923076,94.22214337323675,91.87317299832094,,,,,,,,,,,,,,,,,0.020729458887038383,0.12097129623792317,0.004235807771470138,0.013307182576869138,0.2922397863235972,0.918098365800864,0.33606657150711877
2020-09-25 00:43:00,2,irrigation,False,19.992160769230768,400.0396692307693,20.184641538461545,401.3428615384616,33.16082461538462,93.89076923076922,0.010597962008170897,0.07484857656481493,,7.900517769230769,7.808996461538461,,17.58234076923077,17.674015384615384,17.793634615384622,16.70368,17.794282307692306,16.690030769230766,17.796235384615386,18.12500461538461,28.026285384615388,17.731221538461536,16.953141538461537,21.43754615384615,17.56934076923077,17.490646923076923,17.130207692307692,,0.0,0.19689979011672978,0.12077612797331802,,17.482194615384614,17.674015384615384,90.51117561311574,92.83756443294047,,,,,,,,,,,,,,,,,0.03329447958789342,0.2351437382676757,0.00835619677840365,0.026251766410983597,0.46953527082939545,1.4750885574389225,-0.7497301736585501
2020-09-25 00:47:00,13,control,False,19.828214615384613,400.41078461538467,19.84812923076923,401.2438153846154,33.11905384615385,93.89338769230767,0.0012338742393750066,0.051401968347390366,,7.905794538461537,7.824917384615385,,17.600853076923077,17.618409230769235,17.78484230769231,16.382112307692303,17.78679153846154,16.651255384615386,17.697085384615384,18.01358692307692,28.093376153846158,17.708123846153843,17.000329230769232,21.227462307692306,17.548176153846153,17.561841538461536,17.053058461538463,,0.0,0.19773218986788077,0.13639848699669505,,17.35370923076923,17.548176153846153,90.40008749628947,92.00085761879292,,,,,,,,,,,,,,,,,0.0038763302458742137,0.16148404614021672,0.0008873585122247392,0.0027877189831056093,0.05467412648772359,0.17176383411527152,-0.8715422653338819
